"GEOCODE","var_pl94_use","count"
"440070001022041","tot_a0p_hl_yn",0
"440070001022041","tot_a0p_hl_y",0
"440070001022041","tot_a0p_hl_n",0
"440070001022041","tot_a0p_r1p_all_hl_n",0
"440070001022041","tot_a0p_r1_w_hl_n",0
"440070001022041","tot_a0p_r1_b_hl_n",0
"440070001022041","tot_a0p_r1_na_hl_n",0
"440070001022041","tot_a0p_r1_a_hl_n",0
"440070001022041","tot_a0p_r1_pi_hl_n",0
"440070001022041","tot_a0p_r1_o_hl_n",0
"440070001022041","tot_a0p_r2p_all_hl_n",0
"440070001022041","tot_a18p",0
"440070001022041","tot_a18p_r1_all",0
"440070001022041","tot_a18p_r1_w",0
"440070001022041","tot_a18p_r1_b",0
"440070001022041","tot_a18p_r1_na",0
"440070001022041","tot_a18p_r1_a",0
"440070001022041","tot_a18p_r1_pi",0
"440070001022041","tot_a18p_r1_o",0
"440070001022041","tot_a18p_r2p_all",0
"440070001022041","tot_a18p_hl_yn",0
"440070001022041","tot_a18p_hl_y",0
"440070001022041","tot_a18p_hl_n",0
"440070001022041","tot_a18p_r1p_all_hl_n",0
"440070001022041","tot_a18p_r1_w_hl_n",0
"440070001022041","tot_a18p_r1_b_hl_n",0
"440070001022041","tot_a18p_r1_na_hl_n",0
"440070001022041","tot_a18p_r1_a_hl_n",0
"440070001022041","tot_a18p_r1_pi_hl_n",0
"440070001022041","tot_a18p_r1_o_hl_n",0
"440070001022041","tot_a18p_r2p_all_hl_n",0
"440070001012003","tot_a0p",63
"440070001012003","tot_a0p_r1_all",37
"440070001012003","tot_a0p_r1_w",29
"440070001012003","tot_a0p_r1_b",0
"440070001012003","tot_a0p_r1_na",0
"440070001012003","tot_a0p_r1_a",0
"440070001012003","tot_a0p_r1_pi",0
"440070001012003","tot_a0p_r1_o",8
"440070001012003","tot_a0p_r2p_all",26
"440070001012003","tot_a0p_hl_yn",63
"440070001012003","tot_a0p_hl_y",8
"440070001012003","tot_a0p_hl_n",55
"440070001012003","tot_a0p_r1p_all_hl_n",29
"440070001012003","tot_a0p_r1_w_hl_n",29
"440070001012003","tot_a0p_r1_b_hl_n",0
"440070001012003","tot_a0p_r1_na_hl_n",0
"440070001012003","tot_a0p_r1_a_hl_n",0
"440070001012003","tot_a0p_r1_pi_hl_n",0
"440070001012003","tot_a0p_r1_o_hl_n",0
"440070001012003","tot_a0p_r2p_all_hl_n",26
"440070001012003","tot_a18p",29
"440070001012003","tot_a18p_r1_all",29
"440070001012003","tot_a18p_r1_w",29
"440070001012003","tot_a18p_r1_b",0
"440070001012003","tot_a18p_r1_na",0
"440070001012003","tot_a18p_r1_a",0
"440070001012003","tot_a18p_r1_pi",0
"440070001012003","tot_a18p_r1_o",0
"440070001012003","tot_a18p_r2p_all",0
"440070001012003","tot_a18p_hl_yn",29
"440070001012003","tot_a18p_hl_y",0
"440070001012003","tot_a18p_hl_n",29
"440070001012003","tot_a18p_r1p_all_hl_n",29
"440070001012003","tot_a18p_r1_w_hl_n",29
"440070001012003","tot_a18p_r1_b_hl_n",0
"440070001012003","tot_a18p_r1_na_hl_n",0
"440070001012003","tot_a18p_r1_a_hl_n",0
"440070001012003","tot_a18p_r1_pi_hl_n",0
"440070001012003","tot_a18p_r1_o_hl_n",0
"440070001012003","tot_a18p_r2p_all_hl_n",0
"440070001022019","tot_a0p",0
"440070001022019","tot_a0p_r1_all",0
"440070001022019","tot_a0p_r1_w",0
"440070001022019","tot_a0p_r1_b",0
"440070001022019","tot_a0p_r1_na",0
"440070001022019","tot_a0p_r1_a",0
"440070001022019","tot_a0p_r1_pi",0
"440070001022019","tot_a0p_r1_o",0
"440070001022019","tot_a0p_r2p_all",0
"440070001022019","tot_a0p_hl_yn",0
"440070001022019","tot_a0p_hl_y",0
"440070001022019","tot_a0p_hl_n",0
"440070001022019","tot_a0p_r1p_all_hl_n",0
"440070001022019","tot_a0p_r1_w_hl_n",0
"440070001022019","tot_a0p_r1_b_hl_n",0
"440070001022019","tot_a0p_r1_na_hl_n",0
"440070001022019","tot_a0p_r1_a_hl_n",0
"440070001022019","tot_a0p_r1_pi_hl_n",0
"440070001022019","tot_a0p_r1_o_hl_n",0
"440070001022019","tot_a0p_r2p_all_hl_n",0
"440070001022019","tot_a18p",0
"440070001022019","tot_a18p_r1_all",0
"440070001022019","tot_a18p_r1_w",0
"440070001022019","tot_a18p_r1_b",0
"440070001022019","tot_a18p_r1_na",0
"440070001022019","tot_a18p_r1_a",0
"440070001022019","tot_a18p_r1_pi",0
"440070001022019","tot_a18p_r1_o",0
"440070001022019","tot_a18p_r2p_all",0
"440070001022019","tot_a18p_hl_yn",0
"440070001022019","tot_a18p_hl_y",0
"440070001022019","tot_a18p_hl_n",0
"440070001022019","tot_a18p_r1p_all_hl_n",0
"440070001022019","tot_a18p_r1_w_hl_n",0
"440070001022019","tot_a18p_r1_b_hl_n",0
"440070001022019","tot_a18p_r1_na_hl_n",0
"440070001022019","tot_a18p_r1_a_hl_n",0
"440070001022019","tot_a18p_r1_pi_hl_n",0
"440070001022019","tot_a18p_r1_o_hl_n",0
"440070001022019","tot_a18p_r2p_all_hl_n",0
"440070001022015","tot_a0p",38
"440070001022015","tot_a0p_r1_all",0
"440070001022015","tot_a0p_r1_w",0
"440070001022015","tot_a0p_r1_b",0
"440070001022015","tot_a0p_r1_na",0
"440070001022015","tot_a0p_r1_a",0
"440070001022015","tot_a0p_r1_pi",0
"440070001022015","tot_a0p_r1_o",0
"440070001022015","tot_a0p_r2p_all",38
"440070001022015","tot_a0p_hl_yn",38
"440070001022015","tot_a0p_hl_y",31
"440070001022015","tot_a0p_hl_n",7
"440070001022015","tot_a0p_r1p_all_hl_n",0
"440070001022015","tot_a0p_r1_w_hl_n",0
"440070001022015","tot_a0p_r1_b_hl_n",0
"440070001022015","tot_a0p_r1_na_hl_n",0
"440070001022015","tot_a0p_r1_a_hl_n",0
"440070001022015","tot_a0p_r1_pi_hl_n",0
"440070001022015","tot_a0p_r1_o_hl_n",0
"440070001022015","tot_a0p_r2p_all_hl_n",7
"440070001022015","tot_a18p",8
"440070001022015","tot_a18p_r1_all",0
"440070001022015","tot_a18p_r1_w",0
"440070001022015","tot_a18p_r1_b",0
"440070001022015","tot_a18p_r1_na",0
"440070001022015","tot_a18p_r1_a",0
"440070001022015","tot_a18p_r1_pi",0
"440070001022015","tot_a18p_r1_o",0
"440070001022015","tot_a18p_r2p_all",8
"440070001022015","tot_a18p_hl_yn",8
"440070001022015","tot_a18p_hl_y",1
"440070001022015","tot_a18p_hl_n",7
"440070001022015","tot_a18p_r1p_all_hl_n",0
"440070001022015","tot_a18p_r1_w_hl_n",0
"440070001022015","tot_a18p_r1_b_hl_n",0
"440070001022015","tot_a18p_r1_na_hl_n",0
"440070001022015","tot_a18p_r1_a_hl_n",0
"440070001022015","tot_a18p_r1_pi_hl_n",0
"440070001022015","tot_a18p_r1_o_hl_n",0
"440070001022015","tot_a18p_r2p_all_hl_n",7
"440070001022006","tot_a0p",0
"440070001022006","tot_a0p_r1_all",0
"440070001022006","tot_a0p_r1_w",0
"440070001022006","tot_a0p_r1_b",0
"440070001022006","tot_a0p_r1_na",0
"440070001022006","tot_a0p_r1_a",0
"440070001022006","tot_a0p_r1_pi",0
"440070001022006","tot_a0p_r1_o",0
"440070001022006","tot_a0p_r2p_all",0
"440070001022006","tot_a0p_hl_yn",0
"440070001022006","tot_a0p_hl_y",0
"440070001022006","tot_a0p_hl_n",0
"440070001022006","tot_a0p_r1p_all_hl_n",0
"440070001022006","tot_a0p_r1_w_hl_n",0
"440070001022006","tot_a0p_r1_b_hl_n",0
"440070001022006","tot_a0p_r1_na_hl_n",0
"440070001022006","tot_a0p_r1_a_hl_n",0
"440070001022006","tot_a0p_r1_pi_hl_n",0
"440070001022006","tot_a0p_r1_o_hl_n",0
"440070001022006","tot_a0p_r2p_all_hl_n",0
"440070001022006","tot_a18p",0
"440070001022006","tot_a18p_r1_all",0
"440070001022006","tot_a18p_r1_w",0
"440070001022006","tot_a18p_r1_b",0
"440070001022006","tot_a18p_r1_na",0
"440070001022006","tot_a18p_r1_a",0
"440070001022006","tot_a18p_r1_pi",0
"440070001022006","tot_a18p_r1_o",0
"440070001022006","tot_a18p_r2p_all",0
"440070001022006","tot_a18p_hl_yn",0
"440070001022006","tot_a18p_hl_y",0
"440070001022006","tot_a18p_hl_n",0
"440070001022006","tot_a18p_r1p_all_hl_n",0
"440070001022006","tot_a18p_r1_w_hl_n",0
"440070001022006","tot_a18p_r1_b_hl_n",0
"440070001022006","tot_a18p_r1_na_hl_n",0
"440070001022006","tot_a18p_r1_a_hl_n",0
"440070001022006","tot_a18p_r1_pi_hl_n",0
"440070001022006","tot_a18p_r1_o_hl_n",0
"440070001022006","tot_a18p_r2p_all_hl_n",0
"440070001024007","tot_a0p",0
"440070001024007","tot_a0p_r1_all",0
"440070001024007","tot_a0p_r1_w",0
"440070001024007","tot_a0p_r1_b",0
"440070001024007","tot_a0p_r1_na",0
"440070001024007","tot_a0p_r1_a",0
"440070001024007","tot_a0p_r1_pi",0
"440070001024007","tot_a0p_r1_o",0
"440070001024007","tot_a0p_r2p_all",0
"440070001024007","tot_a0p_hl_yn",0
"440070001024007","tot_a0p_hl_y",0
"440070001024007","tot_a0p_hl_n",0
"440070001024007","tot_a0p_r1p_all_hl_n",0
"440070001024007","tot_a0p_r1_w_hl_n",0
"440070001024007","tot_a0p_r1_b_hl_n",0
"440070001024007","tot_a0p_r1_na_hl_n",0
"440070001024007","tot_a0p_r1_a_hl_n",0
"440070001024007","tot_a0p_r1_pi_hl_n",0
"440070001024007","tot_a0p_r1_o_hl_n",0
"440070001024007","tot_a0p_r2p_all_hl_n",0
"440070001024007","tot_a18p",0
"440070001024007","tot_a18p_r1_all",0
"440070001024007","tot_a18p_r1_w",0
"440070001024007","tot_a18p_r1_b",0
"440070001024007","tot_a18p_r1_na",0
"440070001024007","tot_a18p_r1_a",0
"440070001024007","tot_a18p_r1_pi",0
"440070001024007","tot_a18p_r1_o",0
"440070001024007","tot_a18p_r2p_all",0
"440070001024007","tot_a18p_hl_yn",0
"440070001024007","tot_a18p_hl_y",0
"440070001024007","tot_a18p_hl_n",0
"440070001024007","tot_a18p_r1p_all_hl_n",0
"440070001024007","tot_a18p_r1_w_hl_n",0
"440070001024007","tot_a18p_r1_b_hl_n",0
"440070001024007","tot_a18p_r1_na_hl_n",0
"440070001024007","tot_a18p_r1_a_hl_n",0
"440070001024007","tot_a18p_r1_pi_hl_n",0
"440070001024007","tot_a18p_r1_o_hl_n",0
"440070001024007","tot_a18p_r2p_all_hl_n",0
"440070001022027","tot_a0p",0
"440070001022027","tot_a0p_r1_all",0
"440070001022027","tot_a0p_r1_w",0
"440070001022027","tot_a0p_r1_b",0
"440070001022027","tot_a0p_r1_na",0
"440070001022027","tot_a0p_r1_a",0
"440070001022027","tot_a0p_r1_pi",0
"440070001022027","tot_a0p_r1_o",0
"440070001022027","tot_a0p_r2p_all",0
"440070001022027","tot_a0p_hl_yn",0
"440070001022027","tot_a0p_hl_y",0
"440070001022027","tot_a0p_hl_n",0
"440070001022027","tot_a0p_r1p_all_hl_n",0
"440070001022027","tot_a0p_r1_w_hl_n",0
"440070001022027","tot_a0p_r1_b_hl_n",0
"440070001022027","tot_a0p_r1_na_hl_n",0
"440070001022027","tot_a0p_r1_a_hl_n",0
"440070001022027","tot_a0p_r1_pi_hl_n",0
"440070001022027","tot_a0p_r1_o_hl_n",0
"440070001022027","tot_a0p_r2p_all_hl_n",0
"440070001022027","tot_a18p",0
"440070001022027","tot_a18p_r1_all",0
"440070001022027","tot_a18p_r1_w",0
"440070001022027","tot_a18p_r1_b",0
"440070001022027","tot_a18p_r1_na",0
"440070001022027","tot_a18p_r1_a",0
"440070001022027","tot_a18p_r1_pi",0
"440070001022027","tot_a18p_r1_o",0
"440070001022027","tot_a18p_r2p_all",0
"440070001022027","tot_a18p_hl_yn",0
"440070001022027","tot_a18p_hl_y",0
"440070001022027","tot_a18p_hl_n",0
"440070001022027","tot_a18p_r1p_all_hl_n",0
"440070001022027","tot_a18p_r1_w_hl_n",0
"440070001022027","tot_a18p_r1_b_hl_n",0
"440070001022027","tot_a18p_r1_na_hl_n",0
"440070001022027","tot_a18p_r1_a_hl_n",0
"440070001022027","tot_a18p_r1_pi_hl_n",0
"440070001022027","tot_a18p_r1_o_hl_n",0
"440070001022027","tot_a18p_r2p_all_hl_n",0
"440070001024015","tot_a0p",0
"440070001024015","tot_a0p_r1_all",0
"440070001024015","tot_a0p_r1_w",0
"440070001024015","tot_a0p_r1_b",0
"440070001024015","tot_a0p_r1_na",0
"440070001024015","tot_a0p_r1_a",0
"440070001024015","tot_a0p_r1_pi",0
"440070001024015","tot_a0p_r1_o",0
"440070001024015","tot_a0p_r2p_all",0
"440070001024015","tot_a0p_hl_yn",0
"440070001024015","tot_a0p_hl_y",0
"440070001024015","tot_a0p_hl_n",0
"440070001024015","tot_a0p_r1p_all_hl_n",0
"440070001024015","tot_a0p_r1_w_hl_n",0
"440070001024015","tot_a0p_r1_b_hl_n",0
"440070001024015","tot_a0p_r1_na_hl_n",0
"440070001024015","tot_a0p_r1_a_hl_n",0
"440070001024015","tot_a0p_r1_pi_hl_n",0
"440070001024015","tot_a0p_r1_o_hl_n",0
"440070001024015","tot_a0p_r2p_all_hl_n",0
"440070001024015","tot_a18p",0
"440070001024015","tot_a18p_r1_all",0
"440070001024015","tot_a18p_r1_w",0
"440070001024015","tot_a18p_r1_b",0
"440070001024015","tot_a18p_r1_na",0
"440070001024015","tot_a18p_r1_a",0
"440070001024015","tot_a18p_r1_pi",0
"440070001024015","tot_a18p_r1_o",0
"440070001024015","tot_a18p_r2p_all",0
"440070001024015","tot_a18p_hl_yn",0
"440070001024015","tot_a18p_hl_y",0
"440070001024015","tot_a18p_hl_n",0
"440070001024015","tot_a18p_r1p_all_hl_n",0
"440070001024015","tot_a18p_r1_w_hl_n",0
"440070001024015","tot_a18p_r1_b_hl_n",0
"440070001024015","tot_a18p_r1_na_hl_n",0
"440070001024015","tot_a18p_r1_a_hl_n",0
"440070001024015","tot_a18p_r1_pi_hl_n",0
"440070001024015","tot_a18p_r1_o_hl_n",0
"440070001024015","tot_a18p_r2p_all_hl_n",0
"440070001023015","tot_a0p",109
"440070001023015","tot_a0p_r1_all",108
"440070001023015","tot_a0p_r1_w",0
"440070001023015","tot_a0p_r1_b",27
"440070001023015","tot_a0p_r1_na",0
"440070001023015","tot_a0p_r1_a",43
"440070001023015","tot_a0p_r1_pi",0
"440070001023015","tot_a0p_r1_o",38
"440070001023015","tot_a0p_r2p_all",1
"440070001023015","tot_a0p_hl_yn",109
"440070001023015","tot_a0p_hl_y",39
"440070001023015","tot_a0p_hl_n",70
"440070001023015","tot_a0p_r1p_all_hl_n",70
"440070001023015","tot_a0p_r1_w_hl_n",0
"440070001023015","tot_a0p_r1_b_hl_n",27
"440070001023015","tot_a0p_r1_na_hl_n",0
"440070001023015","tot_a0p_r1_a_hl_n",43
"440070001023015","tot_a0p_r1_pi_hl_n",0
"440070001023015","tot_a0p_r1_o_hl_n",0
"440070001023015","tot_a0p_r2p_all_hl_n",0
"440070001023015","tot_a18p",72
"440070001023015","tot_a18p_r1_all",72
"440070001023015","tot_a18p_r1_w",0
"440070001023015","tot_a18p_r1_b",0
"440070001023015","tot_a18p_r1_na",0
"440070001023015","tot_a18p_r1_a",43
"440070001023015","tot_a18p_r1_pi",0
"440070001023015","tot_a18p_r1_o",29
"440070001023015","tot_a18p_r2p_all",0
"440070001023015","tot_a18p_hl_yn",72
"440070001023015","tot_a18p_hl_y",29
"440070001023015","tot_a18p_hl_n",43
"440070001023015","tot_a18p_r1p_all_hl_n",43
"440070001023015","tot_a18p_r1_w_hl_n",0
"440070001023015","tot_a18p_r1_b_hl_n",0
"440070001023015","tot_a18p_r1_na_hl_n",0
"440070001023015","tot_a18p_r1_a_hl_n",43
"440070001023015","tot_a18p_r1_pi_hl_n",0
"440070001023015","tot_a18p_r1_o_hl_n",0
"440070001023015","tot_a18p_r2p_all_hl_n",0
"440070001023010","tot_a0p",100
"440070001023010","tot_a0p_r1_all",9
"440070001023010","tot_a0p_r1_w",9
"440070001023010","tot_a0p_r1_b",0
"440070001023010","tot_a0p_r1_na",0
"440070001023010","tot_a0p_r1_a",0
"440070001023010","tot_a0p_r1_pi",0
"440070001023010","tot_a0p_r1_o",0
"440070001023010","tot_a0p_r2p_all",91
"440070001023010","tot_a0p_hl_yn",100
"440070001023010","tot_a0p_hl_y",100
"440070001023010","tot_a0p_hl_n",0
"440070001023010","tot_a0p_r1p_all_hl_n",0
"440070001023010","tot_a0p_r1_w_hl_n",0
"440070001023010","tot_a0p_r1_b_hl_n",0
"440070001023010","tot_a0p_r1_na_hl_n",0
"440070001023010","tot_a0p_r1_a_hl_n",0
"440070001023010","tot_a0p_r1_pi_hl_n",0
"440070001023010","tot_a0p_r1_o_hl_n",0
"440070001023010","tot_a0p_r2p_all_hl_n",0
"440070001023010","tot_a18p",97
"440070001023010","tot_a18p_r1_all",9
"440070001023010","tot_a18p_r1_w",9
"440070001023010","tot_a18p_r1_b",0
"440070001023010","tot_a18p_r1_na",0
"440070001023010","tot_a18p_r1_a",0
"440070001023010","tot_a18p_r1_pi",0
"440070001023010","tot_a18p_r1_o",0
"440070001023010","tot_a18p_r2p_all",88
"440070001023010","tot_a18p_hl_yn",97
"440070001023010","tot_a18p_hl_y",97
"440070001023010","tot_a18p_hl_n",0
"440070001023010","tot_a18p_r1p_all_hl_n",0
"440070001023010","tot_a18p_r1_w_hl_n",0
"440070001023010","tot_a18p_r1_b_hl_n",0
"440070001023010","tot_a18p_r1_na_hl_n",0
"440070001023010","tot_a18p_r1_a_hl_n",0
"440070001023010","tot_a18p_r1_pi_hl_n",0
"440070001023010","tot_a18p_r1_o_hl_n",0
"440070001023010","tot_a18p_r2p_all_hl_n",0
"440070001011006","tot_a0p",18
"440070001011006","tot_a0p_r1_all",18
"440070001011006","tot_a0p_r1_w",9
"440070001011006","tot_a0p_r1_b",9
"440070001011006","tot_a0p_r1_na",0
"440070001011006","tot_a0p_r1_a",0
"440070001011006","tot_a0p_r1_pi",0
"440070001011006","tot_a0p_r1_o",0
"440070001011006","tot_a0p_r2p_all",0
"440070001011006","tot_a0p_hl_yn",18
"440070001011006","tot_a0p_hl_y",18
"440070001011006","tot_a0p_hl_n",0
"440070001011006","tot_a0p_r1p_all_hl_n",0
"440070001011006","tot_a0p_r1_w_hl_n",0
"440070001011006","tot_a0p_r1_b_hl_n",0
"440070001011006","tot_a0p_r1_na_hl_n",0
"440070001011006","tot_a0p_r1_a_hl_n",0
"440070001011006","tot_a0p_r1_pi_hl_n",0
"440070001011006","tot_a0p_r1_o_hl_n",0
"440070001011006","tot_a0p_r2p_all_hl_n",0
"440070001011006","tot_a18p",10
"440070001011006","tot_a18p_r1_all",10
"440070001011006","tot_a18p_r1_w",1
"440070001011006","tot_a18p_r1_b",9
"440070001011006","tot_a18p_r1_na",0
"440070001011006","tot_a18p_r1_a",0
"440070001011006","tot_a18p_r1_pi",0
"440070001011006","tot_a18p_r1_o",0
"440070001011006","tot_a18p_r2p_all",0
"440070001011006","tot_a18p_hl_yn",10
"440070001011006","tot_a18p_hl_y",10
"440070001011006","tot_a18p_hl_n",0
"440070001011006","tot_a18p_r1p_all_hl_n",0
"440070001011006","tot_a18p_r1_w_hl_n",0
"440070001011006","tot_a18p_r1_b_hl_n",0
"440070001011006","tot_a18p_r1_na_hl_n",0
"440070001011006","tot_a18p_r1_a_hl_n",0
"440070001011006","tot_a18p_r1_pi_hl_n",0
"440070001011006","tot_a18p_r1_o_hl_n",0
"440070001011006","tot_a18p_r2p_all_hl_n",0
"440070001013006","tot_a0p",0
"440070001013006","tot_a0p_r1_all",0
"440070001013006","tot_a0p_r1_w",0
"440070001013006","tot_a0p_r1_b",0
"440070001013006","tot_a0p_r1_na",0
"440070001013006","tot_a0p_r1_a",0
"440070001013006","tot_a0p_r1_pi",0
"440070001013006","tot_a0p_r1_o",0
"440070001013006","tot_a0p_r2p_all",0
"440070001013006","tot_a0p_hl_yn",0
"440070001013006","tot_a0p_hl_y",0
"440070001013006","tot_a0p_hl_n",0
"440070001013006","tot_a0p_r1p_all_hl_n",0
"440070001013006","tot_a0p_r1_w_hl_n",0
"440070001013006","tot_a0p_r1_b_hl_n",0
"440070001013006","tot_a0p_r1_na_hl_n",0
"440070001013006","tot_a0p_r1_a_hl_n",0
"440070001013006","tot_a0p_r1_pi_hl_n",0
"440070001013006","tot_a0p_r1_o_hl_n",0
"440070001013006","tot_a0p_r2p_all_hl_n",0
"440070001013006","tot_a18p",0
"440070001013006","tot_a18p_r1_all",0
"440070001013006","tot_a18p_r1_w",0
"440070001013006","tot_a18p_r1_b",0
"440070001013006","tot_a18p_r1_na",0
"440070001013006","tot_a18p_r1_a",0
"440070001013006","tot_a18p_r1_pi",0
"440070001013006","tot_a18p_r1_o",0
"440070001013006","tot_a18p_r2p_all",0
"440070001013006","tot_a18p_hl_yn",0
"440070001013006","tot_a18p_hl_y",0
"440070001013006","tot_a18p_hl_n",0
"440070001013006","tot_a18p_r1p_all_hl_n",0
"440070001013006","tot_a18p_r1_w_hl_n",0
"440070001013006","tot_a18p_r1_b_hl_n",0
"440070001013006","tot_a18p_r1_na_hl_n",0
"440070001013006","tot_a18p_r1_a_hl_n",0
"440070001013006","tot_a18p_r1_pi_hl_n",0
"440070001013006","tot_a18p_r1_o_hl_n",0
"440070001013006","tot_a18p_r2p_all_hl_n",0
"440070001024028","tot_a0p",125
"440070001024028","tot_a0p_r1_all",125
"440070001024028","tot_a0p_r1_w",46
"440070001024028","tot_a0p_r1_b",0
"440070001024028","tot_a0p_r1_na",0
"440070001024028","tot_a0p_r1_a",0
"440070001024028","tot_a0p_r1_pi",0
"440070001024028","tot_a0p_r1_o",79
"440070001024028","tot_a0p_r2p_all",0
"440070001024028","tot_a0p_hl_yn",125
"440070001024028","tot_a0p_hl_y",125
"440070001024028","tot_a0p_hl_n",0
"440070001024028","tot_a0p_r1p_all_hl_n",0
"440070001024028","tot_a0p_r1_w_hl_n",0
"440070001024028","tot_a0p_r1_b_hl_n",0
"440070001024028","tot_a0p_r1_na_hl_n",0
"440070001024028","tot_a0p_r1_a_hl_n",0
"440070001024028","tot_a0p_r1_pi_hl_n",0
"440070001024028","tot_a0p_r1_o_hl_n",0
"440070001024028","tot_a0p_r2p_all_hl_n",0
"440070001024028","tot_a18p",125
"440070001024028","tot_a18p_r1_all",125
"440070001024028","tot_a18p_r1_w",46
"440070001024028","tot_a18p_r1_b",0
"440070001024028","tot_a18p_r1_na",0
"440070001024028","tot_a18p_r1_a",0
"440070001024028","tot_a18p_r1_pi",0
"440070001024028","tot_a18p_r1_o",79
"440070001024028","tot_a18p_r2p_all",0
"440070001024028","tot_a18p_hl_yn",125
"440070001024028","tot_a18p_hl_y",125
"440070001024028","tot_a18p_hl_n",0
"440070001024028","tot_a18p_r1p_all_hl_n",0
"440070001024028","tot_a18p_r1_w_hl_n",0
"440070001024028","tot_a18p_r1_b_hl_n",0
"440070001024028","tot_a18p_r1_na_hl_n",0
"440070001024028","tot_a18p_r1_a_hl_n",0
"440070001024028","tot_a18p_r1_pi_hl_n",0
"440070001024028","tot_a18p_r1_o_hl_n",0
"440070001024028","tot_a18p_r2p_all_hl_n",0
"440070001011003","tot_a0p",50
"440070001011003","tot_a0p_r1_all",50
"440070001011003","tot_a0p_r1_w",50
"440070001011003","tot_a0p_r1_b",0
"440070001011003","tot_a0p_r1_na",0
"440070001011003","tot_a0p_r1_a",0
"440070001011003","tot_a0p_r1_pi",0
"440070001011003","tot_a0p_r1_o",0
"440070001011003","tot_a0p_r2p_all",0
"440070001011003","tot_a0p_hl_yn",50
"440070001011003","tot_a0p_hl_y",0
"440070001011003","tot_a0p_hl_n",50
"440070001011003","tot_a0p_r1p_all_hl_n",50
"440070001011003","tot_a0p_r1_w_hl_n",50
"440070001011003","tot_a0p_r1_b_hl_n",0
"440070001011003","tot_a0p_r1_na_hl_n",0
"440070001011003","tot_a0p_r1_a_hl_n",0
"440070001011003","tot_a0p_r1_pi_hl_n",0
"440070001011003","tot_a0p_r1_o_hl_n",0
"440070001011003","tot_a0p_r2p_all_hl_n",0
"440070001011003","tot_a18p",50
"440070001011003","tot_a18p_r1_all",50
"440070001011003","tot_a18p_r1_w",50
"440070001011003","tot_a18p_r1_b",0
"440070001011003","tot_a18p_r1_na",0
"440070001011003","tot_a18p_r1_a",0
"440070001011003","tot_a18p_r1_pi",0
"440070001011003","tot_a18p_r1_o",0
"440070001011003","tot_a18p_r2p_all",0
"440070001011003","tot_a18p_hl_yn",50
"440070001011003","tot_a18p_hl_y",0
"440070001011003","tot_a18p_hl_n",50
"440070001011003","tot_a18p_r1p_all_hl_n",50
"440070001011003","tot_a18p_r1_w_hl_n",50
"440070001011003","tot_a18p_r1_b_hl_n",0
"440070001011003","tot_a18p_r1_na_hl_n",0
"440070001011003","tot_a18p_r1_a_hl_n",0
"440070001011003","tot_a18p_r1_pi_hl_n",0
"440070001011003","tot_a18p_r1_o_hl_n",0
"440070001011003","tot_a18p_r2p_all_hl_n",0
"440070001024053","tot_a0p",9
"440070001024053","tot_a0p_r1_all",9
"440070001024053","tot_a0p_r1_w",0
"440070001024053","tot_a0p_r1_b",9
"440070001024053","tot_a0p_r1_na",0
"440070001024053","tot_a0p_r1_a",0
"440070001024053","tot_a0p_r1_pi",0
"440070001024053","tot_a0p_r1_o",0
"440070001024053","tot_a0p_r2p_all",0
"440070001024053","tot_a0p_hl_yn",9
"440070001024053","tot_a0p_hl_y",0
"440070001024053","tot_a0p_hl_n",9
"440070001024053","tot_a0p_r1p_all_hl_n",9
"440070001024053","tot_a0p_r1_w_hl_n",0
"440070001024053","tot_a0p_r1_b_hl_n",9
"440070001024053","tot_a0p_r1_na_hl_n",0
"440070001024053","tot_a0p_r1_a_hl_n",0
"440070001024053","tot_a0p_r1_pi_hl_n",0
"440070001024053","tot_a0p_r1_o_hl_n",0
"440070001024053","tot_a0p_r2p_all_hl_n",0
"440070001024053","tot_a18p",9
"440070001024053","tot_a18p_r1_all",9
"440070001024053","tot_a18p_r1_w",0
"440070001024053","tot_a18p_r1_b",9
"440070001024053","tot_a18p_r1_na",0
"440070001024053","tot_a18p_r1_a",0
"440070001024053","tot_a18p_r1_pi",0
"440070001024053","tot_a18p_r1_o",0
"440070001024053","tot_a18p_r2p_all",0
"440070001024053","tot_a18p_hl_yn",9
"440070001024053","tot_a18p_hl_y",0
"440070001024053","tot_a18p_hl_n",9
"440070001024053","tot_a18p_r1p_all_hl_n",9
"440070001024053","tot_a18p_r1_w_hl_n",0
"440070001024053","tot_a18p_r1_b_hl_n",9
"440070001024053","tot_a18p_r1_na_hl_n",0
"440070001024053","tot_a18p_r1_a_hl_n",0
"440070001024053","tot_a18p_r1_pi_hl_n",0
"440070001024053","tot_a18p_r1_o_hl_n",0
"440070001024053","tot_a18p_r2p_all_hl_n",0
"440070001024002","tot_a0p",0
"440070001024002","tot_a0p_r1_all",0
"440070001024002","tot_a0p_r1_w",0
"440070001024002","tot_a0p_r1_b",0
"440070001024002","tot_a0p_r1_na",0
"440070001024002","tot_a0p_r1_a",0
"440070001024002","tot_a0p_r1_pi",0
"440070001024002","tot_a0p_r1_o",0
"440070001024002","tot_a0p_r2p_all",0
"440070001024002","tot_a0p_hl_yn",0
"440070001024002","tot_a0p_hl_y",0
"440070001024002","tot_a0p_hl_n",0
"440070001024002","tot_a0p_r1p_all_hl_n",0
"440070001024002","tot_a0p_r1_w_hl_n",0
"440070001024002","tot_a0p_r1_b_hl_n",0
